Cancer type	NCBI gene id	FDR adjusted p-value	Cancer Sample Med	Normal Sample Med	log2 fold change	p-value	Gene symbol
PCPG	7050	0.018369	4.96	28.304	-2.51259392741622	0.0543488786303883	TGIF1
PCPG	100505592	8.0479e-07	1	1	0	5.88274744712991e-06	GAPLINC
PCPG	9229	0.47537	5.949	3.93	0.598117865804035	0.544775708703375	DLGAP1
PCPG	284215	0.30662	1	1	0	0.395598801949718	DLGAP1-AS5
PCPG	642597	1e-20	18.092	1	4.17727999596932	2.02893081761006e-19	AKAIN1
PCPG	339290	0.0024702	32.702	18.864	0.793743247823538	0.0101492658034388	LINC00667
PCPG	7541	0.10613	7.809	6.552	0.25320245548426	0.193395996987385	ZBTB14
PCPG	23136	0.097648	133.155	111.726	0.253141645500118	0.182810202920979	EPB41L3
PCPG	645369	0.092752	6.891	10.745	-0.640880220216066	0.17652976519174	TMEM200C
PCPG	91133	0.8115	4.621	5.808	-0.329836363829216	0.845074191639318	L3MBTL4
PCPG	100130480	0.016659	1	1	0	0.0504619098591549	LINC01387
PCPG	79822	0.2545	3.446	3.3	0.0624566770917703	0.355290443562928	ARHGAP28
PCPG	400643	0.16156	1	1	0	0.258165224139354	LINC00668
PCPG	284217	0.31867	1	1	0	0.395598801949718	LAMA1
PCPG	5797	1.1957e-06	95.651	28.484	1.74762829377192	8.53705983032092e-06	PTPRM
PCPG	201475	0.006354	57.022	36.419	0.646827332454578	0.0229326914040649	RAB12
PCPG	100287082	7.5887e-07	3.154	1	1.65718266012842	5.55758143019296e-06	GACAT2
PCPG	23255	1e-20	22.983	1	4.52249522196778	2.02893081761006e-19	MTCL1
PCPG	4729	2.0312e-08	1	1	0	1.72060863019694e-07	NDUFV2
PCPG	101927275	0.023871	6.246	3.977	0.651252007215362	0.0665418248847926	NDUFV2-AS1
PCPG	23253	0.00079843	10.801	5.851	0.88440976580907	0.00371143397694524	ANKRD12
PCPG	57045	0.1647	38.086	24.64	0.62825852010177	0.261284583230883	TWSG1
PCPG	10928	0.62675	35.175	39.637	-0.172297350139583	0.682880551646496	RALBP1
PCPG	9989	0.17036	24.715	30.509	-0.303847986690788	0.267479571706684	PPP4R1
PCPG	101927323	0.25659	1	1.726	-0.787432464516868	0.357306189928058	PPP4R1-AS1
PCPG	11031	0.0085016	24.3	163.333	-2.7487880852844	0.029285810571276	RAB31
PCPG	9218	0.0095169	53.836	126.73	-1.23511495788082	0.0320921805574913	VAPA
PCPG	147495	0.097235	5.103	23.038	-2.1745979305648	0.182407507268851	APCDD1
PCPG	8774	0.2649	23.026	30.249	-0.393623636479784	0.365851188012843	NAPG
PCPG	63895	5.9171e-13	2.558	1	1.35501626421955	7.28571167938931e-12	PIEZO2
PCPG	2774	0.037364	1	1.236	-0.305678743242287	0.0927083173952057	GNAL
PCPG	57132	0.76845	48.86	57.899	-0.244884567381371	0.808156381418093	CHMP1B
PCPG	65258	0.226	9.257	7.86	0.236015409471627	0.326208501118568	MPPE1
PCPG	3613	0.05919	5.615	19.754	-1.8147868873669	0.128771680341688	IMPA2
PCPG	1149	0.44033	1	1.86	-0.895302621333307	0.511832061013692	CIDEA
PCPG	84617	0.96173	26.23	44.691	-0.768766519047681	0.969948201333889	TUBB6
PCPG	10939	0.64064	29.96	32.343	-0.110415879516736	0.695196941189662	AFG3L2
PCPG	10650	0.0023155	5.853	2.959	0.984066582136261	0.0095848627031651	PRELID3A
PCPG	56907	0.19405	8.746	18.082	-1.04785900555449	0.292890814098565	SPIRE1
PCPG	56984	0.38004	111.041	130.852	-0.236843509804376	0.456512833560879	PSMG2
PCPG	79959	0.45621	4.569	4.987	-0.126293760456666	0.527188105074627	CEP76
PCPG	5771	0.72992	25.613	23.812	0.105187443368579	0.773900718667835	PTPN2
PCPG	81929	0.56382	29.443	29.504	-0.00298588321400472	0.626013877129582	SEH1L
PCPG	55125	0.029974	6.695	3.114	1.10431511113264	0.0788712267536705	CEP192
PCPG	753	1e-20	13.02	5.559	1.22783216130458	2.02893081761006e-19	LDLRAD4
PCPG	100288122	0.16142	1	1	0	0.25812263670907	LDLRAD4-AS1
PCPG	100847080	0.10589	1	1	0	0.193104092707744	MIR5190
PCPG	100616130	0.23889	1	1	0	0.339661260467166	MIR4526
PCPG	125228	0.34442	9.294	8.427	0.14128051966317	0.421829506454062	FAM210A
